,Issue Number,Issue Title,Issue Label,Issue state,Issue Body,Issue Comments
160,426,Changed wording for clarity in README.md,[],open,,"['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/426?src=pr&el=h1) Report\n> Merging [#426](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/426?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/dc1047df725117c411959692a1ab538f65342b2e?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `n/a`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/426/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/426?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #426   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    149           \n  Lines        2612   2612           \n  Branches      434    434           \n=====================================\n  Hits         2612   2612\n```\n\n\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/426?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/426?src=pr&el=footer). Last update [dc1047d...db0ec03](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/426?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
161,425,Adding  Binary Search,[],open,,[]
162,421,Added a detailed explaination on big 0 notation,[],open,To provide a better and more detailed explanation for Big notation added big 0 notation explanation file that is detailed and linked it to the main Readme.md .,"['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/421?src=pr&el=h1) Report\n> Merging [#421](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/421?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/ba2d8dc4a8e27659c1420fe52390cb7981df4a94?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `n/a`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/421/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/421?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #421   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    149           \n  Lines        2612   2612           \n  Branches      434    434           \n=====================================\n  Hits         2612   2612\n```\n\n\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/421?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/421?src=pr&el=footer). Last update [ba2d8dc...d3848e6](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/421?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
163,420,Update linearSearch with a more functional approach using reduce,[],open,This PR updates the linearSearch algo with a more modern functional approach. ,"['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/420?src=pr&el=h1) Report\n> Merging [#420](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/420?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/dc1047df725117c411959692a1ab538f65342b2e?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `100%`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/420/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/420?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #420   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    149           \n  Lines        2612   2611    -1     \n  Branches      434    434           \n=====================================\n- Hits         2612   2611    -1\n```\n\n\n| [Impacted Files](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/420?src=pr&el=tree) | Coverage Δ | |\n|---|---|---|\n| [...rc/algorithms/search/linear-search/linearSearch.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/420/diff?src=pr&el=tree#diff-c3JjL2FsZ29yaXRobXMvc2VhcmNoL2xpbmVhci1zZWFyY2gvbGluZWFyU2VhcmNoLmpz) | `100% <100%> (ø)` | :arrow_up: |\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/420?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/420?src=pr&el=footer). Last update [dc1047d...7170a3b](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/420?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
164,419,Update Stack.js,[],open,,[]
165,418,Update missing part of README.ko-KR.md ,[],open,"## Fix#417
- Add additional korean document that unadded part

## change
- Update missing part of README.ko-KR.md 

## How Verified
### Notes
- N/A

### References
- https://www.diffchecker.com/wuvG4rka",[]
166,417,Add missing contents on README.ko-KR.md,[],open,"I find some contents missing in korean documents(README.ko-KR.md)

https://www.diffchecker.com/wuvG4rka

I want to add that missing part. 

Can I contribute it?",[]
167,416, Simplifies code contributions + reviews and automates the dev setup,[],open,"Hi! there, :slightly_smiling_face:

this PR simplifies code contributions by fully automating the setup with Gitpod  (A free online VS Code like IDE) for contributing.

With a single click, it'll launch a workspace and automatically:

- clone the javascript-algorithms repo.
- install the dependencies.


You can give it a try on my fork of the repo: https://gitpod.io/#https://github.com/nisarhassan12/javascript-algorithms

![image](https://user-images.githubusercontent.com/46004116/67198217-fe563b00-f417-11e9-9e04-d180509185b6.png)

It seems to work well! Please let me know if there is anything that can be improved. I would love to help :)","['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/416?src=pr&el=h1) Report\n> Merging [#416](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/416?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/ba2d8dc4a8e27659c1420fe52390cb7981df4a94?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `n/a`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/416/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/416?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #416   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    149           \n  Lines        2612   2612           \n  Branches      434    434           \n=====================================\n  Hits         2612   2612\n```\n\n\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/416?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/416?src=pr&el=footer). Last update [ba2d8dc...354ac26](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/416?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n', 'Rebased on top of latest master.']"
168,415,Adding Sentinal linear search,[],open,,[]
169,414,Adding Vigenere cipher in cryptography section,[],open,Feature for issue #406.,"['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/414?src=pr&el=h1) Report\n> Merging [#414](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/414?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/dc1047df725117c411959692a1ab538f65342b2e?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `100%`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/414/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/414?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #414   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    150    +1     \n  Lines        2612   2648   +36     \n  Branches      434    435    +1     \n=====================================\n+ Hits         2612   2648   +36\n```\n\n\n| [Impacted Files](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/414?src=pr&el=tree) | Coverage Δ | |\n|---|---|---|\n| [...hms/cryptography/vigenere-cipher/VigenereCipher.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/414/diff?src=pr&el=tree#diff-c3JjL2FsZ29yaXRobXMvY3J5cHRvZ3JhcGh5L3ZpZ2VuZXJlLWNpcGhlci9WaWdlbmVyZUNpcGhlci5qcw==) | `100% <100%> (ø)` | |\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/414?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/414?src=pr&el=footer). Last update [dc1047d...476c3ff](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/414?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
170,413,Add pt-BR translation for Selection Sort,[],open,,"['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/413?src=pr&el=h1) Report\n> Merging [#413](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/413?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/dc1047df725117c411959692a1ab538f65342b2e?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `n/a`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/413/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/413?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #413   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    149           \n  Lines        2612   2612           \n  Branches      434    434           \n=====================================\n  Hits         2612   2612\n```\n\n\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/413?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/413?src=pr&el=footer). Last update [dc1047d...4a7ca93](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/413?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
171,412,Add pt-BR translation for Heap Sort,[],open,,"['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/412?src=pr&el=h1) Report\n> Merging [#412](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/412?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/dc1047df725117c411959692a1ab538f65342b2e?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `n/a`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/412/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/412?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #412   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    149           \n  Lines        2612   2612           \n  Branches      434    434           \n=====================================\n  Hits         2612   2612\n```\n\n\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/412?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/412?src=pr&el=footer). Last update [dc1047d...3b31e8c](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/412?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
172,411,adding BFS,[],open,,"['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/411?src=pr&el=h1) Report\n> Merging [#411](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/411?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/dc1047df725117c411959692a1ab538f65342b2e?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `n/a`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/411/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/411?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #411   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    149           \n  Lines        2612   2612           \n  Branches      434    434           \n=====================================\n  Hits         2612   2612\n```\n\n\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/411?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/411?src=pr&el=footer). Last update [dc1047d...35d1efa](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/411?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
173,410,palindrome program,[],open,,[]
174,407,Implemented method to generate adjacency list for graph,[],open,,"['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/407?src=pr&el=h1) Report\n> Merging [#407](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/407?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/dc1047df725117c411959692a1ab538f65342b2e?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `100%`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/407/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/407?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #407   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    149           \n  Lines        2612   2626   +14     \n  Branches      434    437    +3     \n=====================================\n+ Hits         2612   2626   +14\n```\n\n\n| [Impacted Files](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/407?src=pr&el=tree) | Coverage Δ | |\n|---|---|---|\n| [src/data-structures/graph/Graph.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/407/diff?src=pr&el=tree#diff-c3JjL2RhdGEtc3RydWN0dXJlcy9ncmFwaC9HcmFwaC5qcw==) | `100% <100%> (ø)` | :arrow_up: |\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/407?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/407?src=pr&el=footer). Last update [dc1047d...66919b4](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/407?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
175,406,Add more cryptography  ,[],open,"Can these lists added in this repository as the cryptography section?  

- [ ] Caesar cipher [PR#408](https://github.com/trekhleb/javascript-algorithms/pull/408)
- [ ] Vigenere cipher [PR#414](https://github.com/trekhleb/javascript-algorithms/pull/414)
- [ ] Hill cipher [PR#424](https://github.com/trekhleb/javascript-algorithms/pull/424)

Thanks! ","['Adde Caesar Cipher #408 ', 'Doing Vigenere cipher.', 'Vigenere cipher done #414', 'Hill Cipher  [#424](https://github.com/trekhleb/javascript-algorithms/pull/424)']"
176,403,create fibonacci code,[],open,,"['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/403?src=pr&el=h1) Report\n> Merging [#403](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/403?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/dc1047df725117c411959692a1ab538f65342b2e?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `n/a`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/403/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/403?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #403   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    149           \n  Lines        2612   2612           \n  Branches      434    434           \n=====================================\n  Hits         2612   2612\n```\n\n\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/403?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/403?src=pr&el=footer). Last update [dc1047d...809a394](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/403?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
177,402,added counting sort repo,[],open,issue #394 has been solved,"['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/402?src=pr&el=h1) Report\n> Merging [#402](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/402?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/dc1047df725117c411959692a1ab538f65342b2e?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `n/a`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/402/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/402?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #402   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    149           \n  Lines        2612   2612           \n  Branches      434    434           \n=====================================\n  Hits         2612   2612\n```\n\n\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/402?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/402?src=pr&el=footer). Last update [dc1047d...9dd7b3c](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/402?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
178,401,added frequency counter algorithm based problems.,[],open,"added a new category of algorithms, inside the algorithms directory.
It contains problems, concerning the frequency counter algorithms.",[]
179,400,Refactoring fibonacci algorithm,[],open,Removed redundant condition,[]
180,394,Counting sort stability,[],open,"I'm curious as how counting sort is stable in the example animations shown.
The relative order of each equal element values is reversed. Is this still considered stable?
Or should I iterate through the original array in reverse when filling in the sorted array?",[]
181,391,Lack Boyer-Moore,[],open,"In computer science, the Boyer–Moore string-search algorithm is an efficient string-searching algorithm that is the standard benchmark for practical string-search literature. Should we annex the algorithm in Section Strings?",[]
182,390,Gnome sort,[],open,"Gnome sort algorithm :)

Font: https://en.wikipedia.org/wiki/Gnome_sort","['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/390?src=pr&el=h1) Report\n> Merging [#390](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/390?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/dc1047df725117c411959692a1ab538f65342b2e?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `100%`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/390/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/390?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #390   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    150    +1     \n  Lines        2612   2623   +11     \n  Branches      434    436    +2     \n=====================================\n+ Hits         2612   2623   +11\n```\n\n\n| [Impacted Files](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/390?src=pr&el=tree) | Coverage Δ | |\n|---|---|---|\n| [src/algorithms/sorting/gnome-sort/GnomeSort.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/390/diff?src=pr&el=tree#diff-c3JjL2FsZ29yaXRobXMvc29ydGluZy9nbm9tZS1zb3J0L0dub21lU29ydC5qcw==) | `100% <100%> (ø)` | |\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/390?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/390?src=pr&el=footer). Last update [dc1047d...5d9f19b](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/390?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n', '# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/390?src=pr&el=h1) Report\n> Merging [#390](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/390?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/dc1047df725117c411959692a1ab538f65342b2e?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `100%`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/390/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/390?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #390   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    150    +1     \n  Lines        2612   2626   +14     \n  Branches      434    437    +3     \n=====================================\n+ Hits         2612   2626   +14\n```\n\n\n| [Impacted Files](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/390?src=pr&el=tree) | Coverage Δ | |\n|---|---|---|\n| [src/algorithms/sorting/gnome-sort/GnomeSort.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/390/diff?src=pr&el=tree#diff-c3JjL2FsZ29yaXRobXMvc29ydGluZy9nbm9tZS1zb3J0L0dub21lU29ydC5qcw==) | `100% <100%> (ø)` | |\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/390?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/390?src=pr&el=footer). Last update [dc1047d...5d9f19b](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/390?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
