,Pull Request Number,Pull Request State,Pull Request Body,Number of files changed,File Names,Number of Commits,Commit Messages,Commits Data,Review Comments
83,438,open,"* Allow graph edges with custom keys. This is important if we have two edges connected to the same vertices but having a different weight. We could have used the weight in the name, but as conceptually two edges could also have the same vertices and weight, I think it's a better idea to propose the user a way to make sure this edge case (pun intended) doesn't happen.
* Vertex can be converted to string, so I made sure that the `toString()` method is called, in case we have objects convertible to strings. The native `toString()` implementation might throw exceptions as expected.
* Edge key is now sure to be correctly converted to string too.
* We currently can't add an edge twice to a graph, I also added support for not adding a vertex twice.",6,"['src/data-structures/graph/Graph.js', 'src/data-structures/graph/GraphEdge.js', 'src/data-structures/graph/GraphVertex.js', 'src/data-structures/graph/__test__/Graph.test.js', 'src/data-structures/graph/__test__/GraphEdge.test.js', 'src/data-structures/graph/__test__/GraphVertex.test.js']",4,"['Allow graph edges with custom keys', 'Make sure graph vertex value is converted to string', 'Make sure toString is called on edge key when calling edge.toString()', ""Make sure a vertex can't be added twice to a graph""]","{'Name': 'src/data-structures/graph/__test__/GraphVertex.test.js', 'Line Additions': 16, 'Line Deletions': 0, 'Patch': ""@@ -185,4 +185,20 @@ describe('GraphVertex', () => {\n \n     expect(vertexA.getEdges().length).toEqual(3);\n   });\n+\n+  it('should execute callback when passed to toString', () => {\n+    const vertex = new GraphVertex('A');\n+\n+    expect(vertex.toString(() => 'B')).toEqual('B');\n+  });\n+\n+  it('should execute toString on value when calling toString on vertex', () => {\n+    const value = {\n+      toString() { return 'A'; },\n+    };\n+\n+    const vertex = new GraphVertex(value);\n+\n+    expect(vertex.toString()).toEqual('A');\n+  });\n });""}",[]
84,446,open,Add a test to the LinkedList structure to test the toArray() method,1,['src/data-structures/linked-list/__test__/LinkedList.test.js'],2,"['Update LinkedList.test.js\n\nAdd a test to the LinkedList structure to test the toArray() method', 'Update LinkedList.test.js\n\nRemove only alias']","{'Name': 'src/data-structures/linked-list/__test__/LinkedList.test.js', 'Line Additions': 18, 'Line Deletions': 0, 'Patch': ""@@ -1,4 +1,5 @@\n import LinkedList from '../LinkedList';\n+import LinkedListNode from '../LinkedListNode';\n \n describe('LinkedList', () => {\n   it('should create empty linked list', () => {\n@@ -192,6 +193,23 @@ describe('LinkedList', () => {\n     expect(linkedList.toString()).toBe('1,1,2,3,3,3,4,5');\n   });\n \n+  it('should return a linked list node array', () => {\n+    const linkedList = new LinkedList();\n+\n+    expect(linkedList.head).toBeNull();\n+    expect(linkedList.tail).toBeNull();\n+\n+    linkedList.append(1);\n+    linkedList.append(2);\n+\n+    expect(linkedList.toArray().length).toBe(2);\n+\n+    const linkedListNode2 = new LinkedListNode(2);\n+    const linkedListNode1 = new LinkedListNode(1, linkedListNode2);\n+\n+    expect(linkedList.toArray()).toEqual([linkedListNode1, linkedListNode2]);\n+  });\n+\n   it('should find node by means of custom compare function', () => {\n     const comparatorFunction = (a, b) => {\n       if (a.customValue === b.customValue) {""}","[""You've forgotten to remove `.only`."", 'Done.']"
85,452,open,Adding an example of a binary search in JavaScript video,1,['src/algorithms/search/binary-search/README.md'],1,['Update README.md\n\nAdding an example of a binary search in JavaScript video'],"{'Name': 'src/algorithms/search/binary-search/README.md', 'Line Additions': 1, 'Line Deletions': 0, 'Patch': '@@ -21,3 +21,4 @@ next iteration.\n \n - [Wikipedia](https://en.wikipedia.org/wiki/Binary_search_algorithm)\n - [YouTube](https://www.youtube.com/watch?v=P3YID7liBug&index=29&list=PLLXdhg_r2hKA7DPDsunoDZ-Z769jWn4R8)\n+- [YouTube - JavaScript](https://youtu.be/7lGiPItOVCM)'}",[]
86,456,open,,1,['src/algorithms/string/levenshtein-distance/levenshteinDistance.js'],1,['Update levenshteinDistance.js'],"{'Name': 'src/algorithms/string/levenshtein-distance/levenshteinDistance.js', 'Line Additions': 17, 'Line Deletions': 0, 'Patch': '@@ -35,3 +35,20 @@ export default function levenshteinDistance(a, b) {\n \n   return distanceMatrix[b.length][a.length];\n }\n+\n+export function levenshteinDistanceRec(P, T, i, j) {\n+    // if called without initial distances, start with the length of the strings\n+    if (i === undefined || j === undefined) return levenshteinDistanceRec(P, T, P.length - 1, T.length - 1);\n+  \n+    // establish base cases\n+    if (i === 0 && j === 0) return 0;\n+    if (i === 0) return j;\n+    if (j === 0) return i;\n+\n+    var sub = levenshteinDistanceRec(P, T, i-1, j-1) + (P[i]===T[j] ? 0 : 1); // substitution\n+    var del = levenshteinDistanceRec(P, T, i, j-1) + 1; // insertion\n+    var add = levenshteinDistanceRec(P, T, i-1, j) + 1; // deletion\n+    \n+    // pick the transformation that minimizes the distance\n+    return Math.min(sub, add, del);\n+};'}",[]
87,458,open,"My changes should fix #308.

I have refactored combinationSum to use an iterative approach to avoid stack overflows when the decision tree gets too deep (candidates=[1], target=100000).

Additionally, the code now filters out any candidate equal to zero to avoid loops.",3,"['src/algorithms/sets/combination-sum/README.md', 'src/algorithms/sets/combination-sum/__test__/combinationSum.test.js', 'src/algorithms/sets/combination-sum/combinationSum.js']",3,"['Refactor combinationSum to an iterative algo\n\n- Refactor combinationSum to use an iterative algorithm (to avoid stack overflows).\r\n- Ignore candidates equal to zero (to avoid loops).', 'Add test cases mentioned in #308', 'Update combinationSum README to reflect new implementation']","{'Name': 'src/algorithms/sets/combination-sum/combinationSum.js', 'Line Additions': 43, 'Line Deletions': 57, 'Patch': ""@@ -1,65 +1,51 @@\n /**\n- * @param {number[]} candidates - candidate numbers we're picking from.\n- * @param {number} remainingSum - remaining sum after adding candidates to currentCombination.\n- * @param {number[][]} finalCombinations - resulting list of combinations.\n- * @param {number[]} currentCombination - currently explored candidates.\n- * @param {number} startFrom - index of the candidate to start further exploration from.\n- * @return {number[][]}\n- */\n-function combinationSumRecursive(\n-  candidates,\n-  remainingSum,\n-  finalCombinations = [],\n-  currentCombination = [],\n-  startFrom = 0,\n-) {\n-  if (remainingSum < 0) {\n-    // By adding another candidate we've gone below zero.\n-    // This would mean that the last candidate was not acceptable.\n-    return finalCombinations;\n-  }\n-\n-  if (remainingSum === 0) {\n-    // If after adding the previous candidate our remaining sum\n-    // became zero - we need to save the current combination since it is one\n-    // of the answers we're looking for.\n-    finalCombinations.push(currentCombination.slice());\n-\n-    return finalCombinations;\n-  }\n-\n-  // If we haven't reached zero yet let's continue to add all\n-  // possible candidates that are left.\n-  for (let candidateIndex = startFrom; candidateIndex < candidates.length; candidateIndex += 1) {\n-    const currentCandidate = candidates[candidateIndex];\n-\n-    // Let's try to add another candidate.\n-    currentCombination.push(currentCandidate);\n-\n-    // Explore further option with current candidate being added.\n-    combinationSumRecursive(\n-      candidates,\n-      remainingSum - currentCandidate,\n-      finalCombinations,\n-      currentCombination,\n-      candidateIndex,\n-    );\n-\n-    // BACKTRACKING.\n-    // Let's get back, exclude current candidate and try another ones later.\n-    currentCombination.pop();\n-  }\n-\n-  return finalCombinations;\n-}\n-\n-/**\n- * Backtracking algorithm of finding all possible combination for specific sum.\n+ * Iterative algorithm to find all combinations (repetitions allowed)\n+ * that sum up to a given number (target) using elements\n+ * from a set of positive integers (candidates).\n  *\n  * @param {number[]} candidates\n  * @param {number} target\n  * @return {number[][]}\n  */\n export default function combinationSum(candidates, target) {\n-  return combinationSumRecursive(candidates, target);\n+  const combinations = [];\n+\n+  const nonZeroCandidates = Array.from(new Set(candidates.filter(c => c > 0).slice().reverse()));\n+  const stack = nonZeroCandidates\n+    .map((candidate, index) => ({ candidateIndex: index, sum: candidate, prev: null }));\n+\n+  while (stack.length > 0) {\n+    const node = stack.pop();\n+\n+    if (node.sum === target) {\n+      /*\n+      If the cumulative sum matches the target value\n+      then we build the corresponding candidates combination\n+      by traversing the current branch back to its root...\n+      */\n+      const combination = [];\n+      let currentNode = node;\n+      while (currentNode !== null) {\n+        const candidate = nonZeroCandidates[currentNode.candidateIndex];\n+        combination.push(candidate);\n+        currentNode = currentNode.prev;\n+      }\n+      combinations.push(combination);\n+    } else if (node.sum < target) {\n+      /*\n+      ...otherwise we combine the current branch\n+      with any other candidate (as long as it is\n+      less or equal than the current candidate)\n+      and evaluate the new branches.\n+      */\n+      for (let i = node.candidateIndex; i < nonZeroCandidates.length; i += 1) {\n+        stack.push({\n+          candidateIndex: i,\n+          sum: node.sum + nonZeroCandidates[i],\n+          prev: node,\n+        });\n+      }\n+    }\n+  }\n+  return combinations;\n }""}",[]
88,467,open,If its looks good I can submit pull requests for some of the other data structures I think should be iterable.,2,"['src/data-structures/linked-list/LinkedList.js', 'src/data-structures/linked-list/__test__/LinkedList.test.js']",3,"['Make the linked list an iterable', 'tests linked list is iterable', ""Merge branch 'master' into master""]","{'Name': 'src/data-structures/linked-list/__test__/LinkedList.test.js', 'Line Additions': 13, 'Line Deletions': 0, 'Patch': ""@@ -243,4 +243,17 @@ describe('LinkedList', () => {\n     expect(linkedList.head.value).toBe(1);\n     expect(linkedList.tail.value).toBe(3);\n   });\n+  \n+  it('should be iterable', () => {\n+    const linkedList = new LinkedList();\n+    expect(typeof linkedList[Symbol.iterator]).toBe('function');\n+\n+    // Add test values to linked list.\n+    linkedList\n+      .append(1)\n+      .append(2)\n+      .append(3);\n+\n+    expect([...linkedList]).toEqual([1, 2, 3]);\n+  });\n });""}",[]
89,473,open,"**Problem:** All tests have been failed due to ""SecurityError: localStorage is not available for opaque origins""
**Solution:** [Add testUrl](https://github.com/facebook/jest/issues/6769#issuecomment-408352345)",1,['jest.config.js'],1,['Update jest.config.js'],"{'Name': 'jest.config.js', 'Line Additions': 1, 'Line Deletions': 0, 'Patch': '@@ -1,5 +1,6 @@\n module.exports = {\n   verbose: false,\n+  testURL: ""http://localhost/"",\n   collectCoverage: false,\n   coverageDirectory: \'./coverage/\',\n };'}",[]
90,479,open,,3,"['.editorconfig', '.gitattributes', 'src/utils/comparator/Comparator.js']",2,"['fix JSDoc tag', 'add rule for Editorconfig and useful Git attributes']","{'Name': 'src/utils/comparator/Comparator.js', 'Line Additions': 1, 'Line Deletions': 1, 'Patch': '@@ -11,7 +11,7 @@ export default class Comparator {\n    * Default comparison function. It just assumes that ""a"" and ""b"" are strings or numbers.\n    * @param {(string|number)} a\n    * @param {(string|number)} b\n-   * @returns {number}\n+   * @return {number}\n    */\n   static defaultCompareFunction(a, b) {\n     if (a === b) {'}",[]
91,504,open,"Make it consistent with the description:

""It sequentially checks each element of the list for the target value until a match is found or until all the elements have been searched.""",2,"['src/algorithms/search/linear-search/__test__/linearSearch.test.js', 'src/algorithms/search/linear-search/linearSearch.js']",1,['Linear search fix.'],"{'Name': 'src/algorithms/search/linear-search/linearSearch.js', 'Line Additions': 5, 'Line Deletions': 6, 'Patch': ""@@ -10,13 +10,12 @@ import Comparator from '../../../utils/comparator/Comparator';\n  */\n export default function linearSearch(array, seekElement, comparatorCallback) {\n   const comparator = new Comparator(comparatorCallback);\n-  const foundIndices = [];\n \n-  array.forEach((element, index) => {\n-    if (comparator.equal(element, seekElement)) {\n-      foundIndices.push(index);\n+  for (let i = 0; i < array.length; i += 1) {\n+    if (comparator.equal(array[i], seekElement)) {\n+      return i;\n     }\n-  });\n+  }\n \n-  return foundIndices;\n+  return -1;\n }""}",[]
92,523,open,,1,['src/algorithms/math/is-power-of-two/different_power_of2.js'],1,['Create different_power_of2.js'],"{'Name': 'src/algorithms/math/is-power-of-two/different_power_of2.js', 'Line Additions': 19, 'Line Deletions': 0, 'Patch': '@@ -0,0 +1,19 @@\n+\n+  // different power of 2 requiered so that the sum of different power of 2 equals to no..\n+export default function diffPowerOfTwo(number) {\n+  if (number < 1) {\n+    return 0;\n+  }\n+  var a=0;\n+  let dividedNumber = number;\n+  while (dividedNumber !== 1) {\n+    if (dividedNumber % 2 !== 0) {\n+      a+=1;\n+    }\n+    a+=1;\n+\n+    dividedNumber /= 2;\n+  }\n+\n+  return a;\n+}'}","['typo here - `requiered` (sic) should be `required`', 'Can you please help me. What is sis why i am getting the error.\r\n', '""Sic"" is meant to indicate that there\'s a typo without fixing it. \r\n\r\nNot sure on the error 😅\r\n\r\nhttps://www.merriam-webster.com/words-at-play/sic-meaning-usage-editorial-citation']"
93,537,open,"Array were initialized with `null` and later first row and column were assigned with value 0.
but it can be initialized directly with 0.",1,['src/algorithms/string/longest-common-substring/longestCommonSubstring.js'],1,['Remove extra init loops in lcs'],"{'Name': 'src/algorithms/string/longest-common-substring/longestCommonSubstring.js', 'Line Additions': 1, 'Line Deletions': 12, 'Patch': '@@ -12,18 +12,7 @@ export default function longestCommonSubstring(string1, string2) {\n   const s2 = [...string2];\n \n   // Init the matrix of all substring lengths to use Dynamic Programming approach.\n-  const substringMatrix = Array(s2.length + 1).fill(null).map(() => {\n-    return Array(s1.length + 1).fill(null);\n-  });\n-\n-  // Fill the first row and first column with zeros to provide initial values.\n-  for (let columnIndex = 0; columnIndex <= s1.length; columnIndex += 1) {\n-    substringMatrix[0][columnIndex] = 0;\n-  }\n-\n-  for (let rowIndex = 0; rowIndex <= s2.length; rowIndex += 1) {\n-    substringMatrix[rowIndex][0] = 0;\n-  }\n+  const substringMatrix = Array(s2.length + 1).fill(0).map(() => Array(s1.length + 1).fill(0));\n \n   // Build the matrix of all substring lengths to use Dynamic Programming approach.\n   let longestSubstringLength = 0;'}",[]
